,tri_Grams,Freq
11489,رہا بیدادِ عشق,1
11487,حاصل نہیں رہا,1
11486,حسرتِ حاصل نہیں,1
11485,سوائے حسرتِ حاصل,1
11484,حاصل سوائے حسرتِ,1
11483,واں حاصل سوائے,1
11482,کہ واں حاصل,1
11481,گئی کہ واں,1
11480,مٹ گئی کہ,1
11479,وفا مٹ گئی,1
11478,کشتِ وفا مٹ,1
11477,ہواے کشتِ وفا,1
11476,سے ہواے کشتِ,1
11475,دل سے ہواے,1
11474,رہا دل سے,1
11473,نہیں رہا دل,1
11488,نہیں رہا بیدادِ,1
11490,بیدادِ عشق سے,1
11471,سے غافل نہیں,1
11491,عشق سے نہیں,1
11541,کیوں مجھے اپنے,1
11540,پائے کیوں مجھے,1
11539,تھا قید حیات,1
11538,مرد تھا قید,1
11502,مرگیا جو نہ,1
11501,میں مرگیا جو,1
11500,دھمکی میں مرگیا,1
11499,نہیںرہا دھمکی میں,1
11498,دل نہیںرہا دھمکی,1
11497,وہ دل نہیںرہا,1
11496,اسد جس دل,1
11495,مگر اسد جس,1
11494,ڈرتا مگر اسد,1
11493,نہیں ڈرتا مگر,1
11492,سے نہیں ڈرتا,1
11472,غافل نہیں رہا,1
11470,خیال سے غافل,1
11548,یقین ھے غالب,1
11451,نے بندِ نقابِ,1
11449,ہیں شوق نے,1
11448,دیئے ہیں شوق,1
11447,کر دیئے ہیں,1
11446,وا کر دیئے,1
11445,رہا وا کر,1
11444,نہیں رہا وا,1
11443,کامل نہیں رہا,1
11442,و کامل نہیں,1
11441,ناقص و کامل,1
11440,امتیازِ ناقص و,1
11439,یاں امتیازِ ناقص,1
11438,ہے یاں امتیازِ,1
11437,باز ہے یاں,1
11436,آئینہ باز ہے,1
11435,در آئینہ باز,1
11450,شوق نے بندِ,1
11452,بندِ نقابِ حسن,1
11469,لیکن ترے خیال,1
11453,نقابِ حسن غیر,1
11468,روزگار لیکن ترے,1
11467,ستمہائے روزگار لیکن,1
11466,رہینِ ستمہائے روزگار,1
11465,رہا رہینِ ستمہائے,1
11464,میں رہا رہینِ,1
11463,گو میں رہا,1
11462,رہا گو میں,1
11461,نہیں رہا گو,1
11460,حائل نہیں رہا,1
11459,کوئی حائل نہیں,1
11458,اب کوئی حائل,1
11457,نگاہ اب کوئی,1
11456,از نگاہ اب,1
11455,غیر از نگاہ,1
11454,حسن غیر از,1
11547,تو یقین ھے,1
11549,ھے غالب کوئی,1
11632,جتنی ضرورت ہو,1
11614,کے ہارے کبھی,1
11612,غالب مقدر کے,1
11611,عشق غالب مقدر,1
11610,بازیِ عشق غالب,1
11609,یہ بازیِ عشق,1
11608,کرو یہ بازیِ,1
11607,ختم کرو یہ,1
11606,بس ختم کرو,1
11605,ہے بس ختم,1
11604,جاتا ہے بس,1
11603,لکھا جاتا ہے,1
11602,نام لکھا جاتا,1
11601,تیرا نام لکھا,1
11600,تو تیرا نام,1
11599,لکھوں تو تیرا,1
11598,محبت لکھوں تو,1
11613,مقدر کے ہارے,1
11615,ہارے کبھی جیتا,1
11596,میں لفظ محبت,1
11616,کبھی جیتا نہیں,1
11631,ہمیں جتنی ضرورت,1
11630,غالب ہمیں جتنی,1
11629,پر غالب ہمیں,1
11628,چوکھٹ پر غالب,1
11627,کی چوکھٹ پر,1
11626,شاہوں کی چوکھٹ,1
11625,کبھی شاہوں کی,1
11624,نے کبھی شاہوں,1
11623,ہم نے کبھی,1
11622,کئے ہم نے,1
11621,سجدے کئے ہم,1
11620,نہیں سجدے کئے,1
11619,کرتے نہیں سجدے,1
11618,نہیں کرتے نہیں,1
11617,جیتا نہیں کرتے,1
11597,لفظ محبت لکھوں,1
11595,کہ میں لفظ,1
11559,نہیں سکتا وقت,1
11576,اور موت بھی,1
11574,آبیٹھے ہیں اور,1
11573,بھی آبیٹھے ہیں,1
11572,وہ بھی آبیٹھے,1
11571,غالب وہ بھی,1
11570,دوں غالب وہ,1
11569,کو دوں غالب,1
11568,جان کس کو,1
11567,کہ جان کس,1
11566,ہوں کہ جان,1
11565,میں ہوں کہ,1
11564,اضطراب میں ہوں,1
11563,ہے اضطراب میں,1
11562,نِدا ہے اضطراب,1
11561,وقت نِدا ہے,1
11560,سکتا وقت نِدا,1
11575,ہیں اور موت,1
11577,موت بھی آبیٹھی,1
11594,غالب کہ میں,1
11578,بھی آبیٹھی ہے,1
11593,اتنا غالب کہ,1
11592,ہے اتنا غالب,1
11591,واقف ہے اتنا,1
11590,سے واقف ہے,1
11589,جذبات سے واقف,1
11588,میرے جذبات سے,1
11587,قلم میرے جذبات,1
11586,میرا قلم میرے,1
11585,سکتا میرا قلم,1
11584,نہیں سکتا میرا,1
11583,ہے غالب کوئی,1
11582,یقین ہے غالب,1
11581,تو یقین ہے,1
11580,ہے مجھے اپنے,1
11579,آبیٹھی ہے مجھے,1
12634,کہ جس کو,1
12635,جس کو ہم,1
12636,کو ہم چاہیں,1
13463,گونجی گویا ہر,1
13461,اپنی خامشی گونجی,1
13460,طرح اپنی خامشی,1
13459,اس طرح اپنی,1
13458,آئے اس طرح,1
13457,خراب آئے اس,1
13456,خانماں خراب آئے,1
13455,ہم خانماں خراب,1
13454,بھی ہم خانماں,1
13453,جب بھی ہم,1
13452,بام جب بھی,1
13451,و بام جب,1
13450,در و بام,1
13449,کے در و,1
13448,غیر کے در,1
13447,بزم غیر کے,1
13462,خامشی گونجی گویا,1
13464,گویا ہر سمت,1
13445,جل اٹھے بزم,1
13465,ہر سمت سے,1
13480,آئے یاد کا,1
13479,کامیاب آئے یاد,1
13478,پہنچے کامیاب آئے,1
13477,جہاں پہنچے کامیاب,1
13476,ہم جہاں پہنچے,1
13475,منزل ہم جہاں,1
13474,بسر منزل ہم,1
13473,سر بسر منزل,1
13472,راہ سر بسر,1
13471,تھی راہ سر,1
13470,فیضؔ تھی راہ,1
13469,آئے فیضؔ تھی,1
13468,جواب آئے فیضؔ,1
13467,سے جواب آئے,1
13466,سمت سے جواب,1
13446,اٹھے بزم غیر,1
13444,آئے جل اٹھے,1
13482,کا پھر کوئی,1
13425,کا حساب آج,1
13423,غم جہاں کا,1
13422,تھا غم جہاں,1
13421,رہا تھا غم,1
13420,آئے کر رہا,1
13419,باب آئے کر,1
13418,کے باب آئے,1
13417,وفا کے باب,1
13416,و وفا کے,1
13415,مہر و وفا,1
13414,تیری مہر و,1
13413,نظر تیری مہر,1
13412,کی نظر تیری,1
13411,دل کی نظر,1
13410,پہ دل کی,1
13409,ورق پہ دل,1
13424,جہاں کا حساب,1
13426,حساب آج تم,1
13443,انقلاب آئے جل,1
13427,آج تم یاد,1
13442,روز انقلاب آئے,1
13441,یوں روز انقلاب,1
13440,میں یوں روز,1
13439,دل میں یوں,1
13438,سرداری دل میں,1
13437,کی سرداری دل,1
13436,غم کی سرداری,1
13435,تیرے غم کی,1
13434,گئی تیرے غم,1
13433,نہ گئی تیرے,1
13432,آئے نہ گئی,1
13431,حساب آئے نہ,1
13430,بے حساب آئے,1
13429,یاد بے حساب,1
13428,تم یاد بے,1
13481,یاد کا پھر,1
13483,پھر کوئی دروازہ,1
13407,کے ہر ورق,1
13539,باری کو اٹھے,1
13537,لیے حمد باری,1
13536,پیمانہ لیے حمد,1
13535,مستیٔ پیمانہ لیے,1
13534,لیے مستیٔ پیمانہ,1
13533,جانانہ لیے مستیٔ,1
13532,لمس جانانہ لیے,1
13531,شب لمس جانانہ,1
13530,آخر شب لمس,1
13529,وفا آخر شب,1
13528,عہد وفا آخر,1
13527,وفا عہد وفا,1
13526,ہے وفا عہد,1
13525,کرتا ہے وفا,1
13524,کون کرتا ہے,1
13523,شب کون کرتا,1
13538,حمد باری کو,1
13540,کو اٹھے دست,1
13521,کہا آخر شب,1
13541,اٹھے دست دعا,1
13556,یار نے آباد,1
13555,فرقت یار نے,1
13554,کیسے فرقت یار,1
13553,کیسے کیسے فرقت,1
13552,وہ کیسے کیسے,1
13551,شام وہ کیسے,1
13550,سر شام وہ,1
13549,تھا سر شام,1
13548,ویراں تھا سر,1
13547,جو ویراں تھا,1
13546,گھر جو ویراں,1
13545,شب گھر جو,1
13544,آخر شب گھر,1
13543,دعا آخر شب,1
13542,دست دعا آخر,1
13522,آخر شب کون,1
13520,نے کہا آخر,1
13484,کوئی دروازہ کھلا,1
13501,پہلو سے اٹھا,1
13499,تو وہ پہلو,1
13498,پھوٹی تو وہ,1
13497,صبح پھوٹی تو,1
13496,شب صبح پھوٹی,1
13495,آخر شب صبح,1
13494,قبا آخر شب,1
13493,خوشبوئے قبا آخر,1
13492,کوئی خوشبوئے قبا,1
13491,بکھری کوئی خوشبوئے,1
13490,میں بکھری کوئی,1
13489,دل میں بکھری,1
13488,شب دل میں,1
13487,آخر شب دل,1
13486,کھلا آخر شب,1
13485,دروازہ کھلا آخر,1
13500,وہ پہلو سے,1
13502,سے اٹھا آخر,1
13519,ستاروں نے کہا,1
13503,اٹھا آخر شب,1
13518,ماند ستاروں نے,1
13517,سے ماند ستاروں,1
13516,چاند سے ماند,1
13515,شب چاند سے,1
13514,آخر شب چاند,1
13513,گیا آخر شب,1
13512,نہ گیا آخر,1
13511,آیا نہ گیا,1
13510,سے آیا نہ,1
13509,عمر سے آیا,1
13508,اک عمر سے,1
13507,جو اک عمر,1
13506,وہ جو اک,1
13505,شب وہ جو,1
13504,آخر شب وہ,1
13408,ہر ورق پہ,1
13406,عمر کے ہر,1
13558,آباد کیا آخر,1
13310,یہ دل غریب,1
13308,کا رشتہ یہ,1
13307,درد کا رشتہ,1
13306,ہے درد کا,1
13305,بڑا ہے درد,1
13304,چلے بڑا ہے,1
13303,مشکبار چلے بڑا,1
13302,سے مشکبار چلے,1
13301,کاکل سے مشکبار,1
13300,سر کاکل سے,1
13299,شب سر کاکل,1
13298,تو شب سر,1
13297,کبھی تو شب,1
13296,آغاز کبھی تو,1
13295,ہو آغاز کبھی,1
13294,سے ہو آغاز,1
13309,رشتہ یہ دل,1
13311,دل غریب سہی,1
13292,کنج لب سے,1
13312,غریب سہی تمہارے,1
13327,گزری مگر شب,1
13326,سو گزری مگر,1
13325,گزری سو گزری,1
13324,پہ گزری سو,1
13323,ہم پہ گزری,1
13322,جو ہم پہ,1
13321,چلے جو ہم,1
13320,گسار چلے جو,1
13319,غم گسار چلے,1
13318,گے غم گسار,1
13317,آئیں گے غم,1
13316,پہ آئیں گے,1
13315,نام پہ آئیں,1
13314,تمہارے نام پہ,1
13313,سہی تمہارے نام,1
13293,لب سے ہو,1
13291,ترے کنج لب,1
13329,شب ہجراں ہمارے,1
13272,اداس ہے یارو,1
13270,چلے قفس اداس,1
13269,کاروبار چلے قفس,1
13268,کا کاروبار چلے,1
13267,گلشن کا کاروبار,1
13266,کہ گلشن کا,1
13265,آؤ کہ گلشن,1
13264,بھی آؤ کہ,1
13263,چلے بھی آؤ,1
13262,چلے چلے بھی,1
13261,نوبہار چلے چلے,1
13260,باد نوبہار چلے,1
13259,بھرے باد نوبہار,1
13258,رنگ بھرے باد,1
13257,میں رنگ بھرے,1
13256,گلوں میں رنگ,1
13271,قفس اداس ہے,1
13273,ہے یارو صبا,1
13290,صبح ترے کنج,1
13274,یارو صبا سے,1
13289,تو صبح ترے,1
13288,کبھی تو صبح,1
13287,چلے کبھی تو,1
13286,یار چلے کبھی,1
13285,ذکر یار چلے,1
13284,آج ذکر یار,1
13283,خدا آج ذکر,1
13282,بہر خدا آج,1
13281,تو بہر خدا,1
13280,کہیں تو بہر,1
13279,کہو کہیں تو,1
13278,تو کہو کہیں,1
13277,کچھ تو کہو,1
13276,سے کچھ تو,1
13275,صبا سے کچھ,1
13328,مگر شب ہجراں,1
13330,ہجراں ہمارے اشک,1
13405,آئے عمر کے,1
13387,اترے دست ساقی,1
13385,سے ماہتاب اترے,1
13384,مینا سے ماہتاب,1
13383,بام مینا سے,1
13382,آئے بام مینا,1
13381,عذاب آئے بام,1
13380,جو عذاب آئے,1
13379,آئے جو عذاب,1
13378,بعد آئے جو,1
13377,کے بعد آئے,1
13376,اس کے بعد,1
13375,آئے اس کے,1
13374,شراب آئے اس,1
13373,کچھ شراب آئے,1
13372,ابر کچھ شراب,1
13371,کچھ ابر کچھ,1
13386,ماہتاب اترے دست,1
13388,دست ساقی میں,1
13369,چلے آئے کچھ,1
13389,ساقی میں آفتاب,1
13404,نقاب آئے عمر,1
13403,بے نقاب آئے,1
13402,وہ بے نقاب,1
13401,پھر وہ بے,1
13400,سامنے پھر وہ,1
13399,ہو سامنے پھر,1
13398,چراغاں ہو سامنے,1
13397,پھر چراغاں ہو,1
13396,میں پھر چراغاں,1
13395,خوں میں پھر,1
13394,رگ خوں میں,1
13393,ہر رگ خوں,1
13392,آئے ہر رگ,1
13391,آفتاب آئے ہر,1
13390,میں آفتاب آئے,1
13370,آئے کچھ ابر,1
13368,دار چلے آئے,1
13331,ہمارے اشک تری,1
13349,کا تار تار,1
13347,کے گریباں کا,1
13346,لے کے گریباں,1
13344,گرہ میں لے,1
13343,طلب گرہ میں,1
13342,کی طلب گرہ,1
13341,جنوں کی طلب,1
13340,دفتر جنوں کی,1
13339,ہوئی دفتر جنوں,1
13338,یار ہوئی دفتر,1
13337,حضور یار ہوئی,1
13336,چلے حضور یار,1
13335,سنوار چلے حضور,1
13334,عاقبت سنوار چلے,1
13333,تری عاقبت سنوار,1
13332,اشک تری عاقبت,1
13348,گریباں کا تار,1
13350,تار تار چلے,1
13367,سوئے دار چلے,1
13351,تار چلے مقام,1
13366,تو سوئے دار,1
13365,نکلے تو سوئے,1
13364,سے نکلے تو,1
13363,یار سے نکلے,1
13362,کوئے یار سے,1
15621,کا مہماں ہوں,1
13360,نہیں جو کوئے,1
13359,ہی نہیں جو,1
13358,جچا ہی نہیں,1
13357,میں جچا ہی,1
13356,راہ میں جچا,1
13355,کوئی راہ میں,1
13354,فیضؔ کوئی راہ,1
13353,مقام فیضؔ کوئی,1
13352,چلے مقام فیضؔ,1
13557,نے آباد کیا,1
13559,کیا آخر شب,1
13254,مند آیا گلوں,1
13833,بے انداز خوف,1
13831,اور انتظار بے,1
13830,ہوں اور انتظار,1
13829,پیہم میں ہوں,1
13828,تغافل پیہم میں,1
13827,اک تغافل پیہم,1
13826,اور اک تغافل,1
13825,ہے اور اک,1
13824,تو ہے اور,1
13823,نماز تو ہے,1
13822,ادائے نماز تو,1
13821,ہے ادائے نماز,1
13820,فرض ہے ادائے,1
13819,کریں فرض ہے,1
13818,کیا کریں فرض,1
13817,سہی کیا کریں,1
13832,انتظار بے انداز,1
13834,انداز خوف ناکامئ,1
13815,ہوس ہی سہی,1
13835,خوف ناکامئ امید,1
13851,رات بھر چاندنی,1
13849,آتی رہی رات,1
13848,یاد آتی رہی,1
13847,کی یاد آتی,1
13846,آپ کی یاد,1
13845,مجاز آپ کی,1
13844,طلسم مجاز آپ,1
13843,دے طلسم مجاز,1
13842,توڑ دے طلسم,1
13841,دل توڑ دے,1
13840,ورنہ دل توڑ,1
13839,فیضؔ ورنہ دل,1
13838,ہے فیضؔ ورنہ,1
13837,امید ہے فیضؔ,1
13836,ناکامئ امید ہے,1
13816,ہی سہی کیا,1
13814,اب ہوس ہی,1
13853,چاندنی دل دکھاتی,1
13795,کسی کے عشق,1
13793,کون جانے کسی,1
13792,معلوم کون جانے,1
13791,کسے معلوم کون,1
13790,دل کسے معلوم,1
13789,درد دل کسے,1
13788,سوزش درد دل,1
13787,گداز سوزش درد,1
13786,و گداز سوزش,1
13785,سوز و گداز,1
13784,وقف سوز و,1
13783,رشتہ وقف سوز,1
13782,ہر رشتہ وقف,1
13781,کا ہر رشتہ,1
13780,جاں کا ہر,1
13779,پیہم جاں کا,1
13794,جانے کسی کے,1
13796,کے عشق کا,1
13813,عشق اب ہوس,1
13797,عشق کا راز,1
13812,چکا عشق اب,1
13811,ہو چکا عشق,1
13810,آواز ہو چکا,1
13809,شدہ آواز ہو,1
13808,گم شدہ آواز,1
13807,کی گم شدہ,1
13806,نالوں کی گم,1
13805,میرے نالوں کی,1
13804,ہے میرے نالوں,1
13803,لرزاں ہے میرے,1
13802,میں لرزاں ہے,1
13801,خاموشیوں میں لرزاں,1
13800,میری خاموشیوں میں,1
13799,راز میری خاموشیوں,1
13798,کا راز میری,1
13852,بھر چاندنی دل,1
13854,دل دکھاتی رہی,1
13777,تار لرزش پیہم,1
13911,رات بھر یک,1
13909,تمنا ستاتی رہی,1
13908,اک تمنا ستاتی,1
13907,رہا اک تمنا,1
13906,بہلتا رہا اک,1
13905,دل بہلتا رہا,1
13904,سے دل بہلتا,1
13903,امید سے دل,1
13902,ایک امید سے,1
13901,بھر ایک امید,1
13900,رات بھر ایک,1
13899,بلاتی رہی رات,1
13898,پر بلاتی رہی,1
13897,صدا پر بلاتی,1
13895,در ہر صدا,1
13894,زنجیر در ہر,1
13910,ستاتی رہی رات,1
13912,بھر یک بیک,1
13892,اسے کوئی زنجیر,1
13913,یک بیک شورش,1
13929,مشتاقاں ہر روش,1
13928,بہر مشتاقاں ہر,1
13927,میں بہر مشتاقاں,1
13926,گلشن میں بہر,1
13924,طرح صحن گلشن,1
13923,کی طرح صحن,1
13922,امتحاں کی طرح,1
13921,آئی امتحاں کی,1
13920,گل آئی امتحاں,1
13919,فصل گل آئی,1
13918,طرح فصل گل,1
13917,کی طرح فصل,1
13916,فغاں کی طرح,1
13915,شورش فغاں کی,1
13914,بیک شورش فغاں,1
13893,کوئی زنجیر در,1
13891,آیا اسے کوئی,1
13855,دکھاتی رہی رات,1
13872,رہی پیرہن کوئی,1
13870,خوشبو بدلتی رہی,1
13869,کوئی خوشبو بدلتی,1
13868,بھر کوئی خوشبو,1
13867,رات بھر کوئی,1
13866,جھلملاتی رہی رات,1
13865,غم جھلملاتی رہی,1
13864,شمع غم جھلملاتی,1
13863,ہوئی شمع غم,1
13862,بجھتی ہوئی شمع,1
13861,گاہ بجھتی ہوئی,1
13860,ہوئی گاہ بجھتی,1
13859,جلتی ہوئی گاہ,1
13858,گاہ جلتی ہوئی,1
13857,بھر گاہ جلتی,1
13856,رات بھر گاہ,1
13871,بدلتی رہی پیرہن,1
13873,پیرہن کوئی تصویر,1
13890,نہ آیا اسے,1
13874,کوئی تصویر گاتی,1
13889,جو نہ آیا,1
13888,بھر جو نہ,1
13887,سناتی رہی رات,1
13886,قصہ سناتی رہی,1
13885,کوئی قصہ سناتی,1
13884,تلے کوئی قصہ,1
13883,کے تلے کوئی,1
13882,شاخ گل کے,1
13881,سایۂ شاخ گل,1
13880,صبا سایۂ شاخ,1
13879,پھر صبا سایۂ,1
13878,بھر پھر صبا,1
13877,رات بھر پھر,1
13876,گاتی رہی رات,1
13875,تصویر گاتی رہی,1
13778,لرزش پیہم جاں,1
13776,ہر تار لرزش,1
13560,آخر شب جس,1
13678,تھے آئے تو,1
13676,وفا نہ تھے,1
13675,اُصولِ وفا نہ,1
13674,کاربندِ اُصولِ وفا,1
13673,ہی کاربندِ اُصولِ,1
13672,ہم ہی کاربندِ,1
13671,ہاں ہم ہی,1
13670,کی ہاں ہم,1
13669,سے کی ہاں,1
13668,قاعدے سے کی,1
13667,کی قاعدے سے,1
13666,نے کی قاعدے,1
13665,آپ نے کی,1
13664,بھی آپ نے,1
13663,جفا بھی آپ,1
13662,جو جفا بھی,1
13677,نہ تھے آئے,1
13679,آئے تو یوں,1
13660,تھے ہاں جو,1
13681,یوں کہ جیسے,1
13696,دادِ غم ہمیں,1
13695,کیوں دادِ غم,1
13694,تھے کیوں دادِ,1
13693,نہ تھے کیوں,1
13692,آشنا نہ تھے,1
13691,کبھی آشنا نہ,1
13690,گویا کبھی آشنا,1
13689,کہ گویا کبھی,1
13688,یوں کہ گویا,1
13687,بُھولے تو یوں,1
13686,مہرباں بُھولے تو,1
13685,تھے مہرباں بُھولے,1
13684,ہمیشہ تھے مہرباں,1
13683,جیسے ہمیشہ تھے,1
13682,کہ جیسے ہمیشہ,1
13661,ہاں جو جفا,1
13659,دوستانہ تھے ہاں,1
13698,ہمیں نے طلب,1
13578,شب راز الفت,1
13576,صبا آخر شب,1
13575,باد صبا آخر,1
13574,چل باد صبا,1
13573,سے چل باد,1
13572,انداز سے چل,1
13571,اسی انداز سے,1
13570,شب اسی انداز,1
13569,اول شب اسی,1
13568,کبھی اول شب,1
13567,تھا کبھی اول,1
13566,آیا تھا کبھی,1
13565,کوئی آیا تھا,1
13564,سے کوئی آیا,1
13563,ادا سے کوئی,1
13561,شب جس ادا,1
13577,آخر شب راز,1
13641,دیکھ لیا سچ,1
13658,سب دوستانہ تھے,1
13642,لیا سچ ہے,1
13657,کے سب دوستانہ,1
13656,جناب کے سب,1
13655,ستم جناب کے,1
13654,شک ستم جناب,1
13653,بے شک ستم,1
13652,تھے بے شک,1
13651,نہ تھے بے,1
13650,بجا نہ تھے,1
13649,شکوے بجا نہ,1
13648,کے شکوے بجا,1
13647,آپ کے شکوے,1
13646,کو آپ کے,1
13645,ہمیں کو آپ,1
13644,ہے ہمیں کو,1
13643,سچ ہے ہمیں,1
13697,غم ہمیں نے,1
13699,نے طلب کی,1
13775,کا ہر تار,1
13757,تلخیِ کلام پہ,1
13755,فیض ہم تلخیِ,1
13754,ورنہ فیض ہم,1
13753,ایّام ورنہ فیض,1
13752,مئے ایّام ورنہ,1
13751,تلخیِ مئے ایّام,1
13750,ہے تلخیِ مئے,1
13749,پر ہے تلخیِ,1
13747,تھے لب پر,1
13746,نہ تھے لب,1
13745,لادوا نہ تھے,1
13744,بہت لادوا نہ,1
13743,تھے بہت لادوا,1
13742,دکھ تھے بہت,1
13741,جو دکھ تھے,1
13740,ہمیں جو دکھ,1
13756,ہم تلخیِ کلام,1
13758,کلام پہ مائل,1
13738,تھا ورنہ ہمیں,1
13759,پہ مائل ذرا,1
13774,دل کا ہر,1
13773,نیاز دل کا,1
13772,فسون نیاز دل,1
13771,کش فسون نیاز,1
13770,منت کش فسون,1
13769,عشق منت کش,1
13768,ناز عشق منت,1
13767,بادۂ ناز عشق,1
13766,جوش بادۂ ناز,1
13765,مرہون جوش بادۂ,1
13764,حسن مرہون جوش,1
13763,تھے حسن مرہون,1
13762,نہ تھے حسن,1
13761,ذرا نہ تھے,1
13760,مائل ذرا نہ,1
13739,ورنہ ہمیں جو,1
13737,گریز تھا ورنہ,1
13700,طلب کی بُرا,1
13717,کی تو خطاوار,1
13715,فکرِ زخم کی,1
13714,گر فکرِ زخم,1
13713,تھے گر فکرِ,1
13712,نہ تھے گر,1
13711,کیا نہ تھے,1
13710,اور کیا نہ,1
13709,غم اور کیا,1
13708,کشتۂ غم اور,1
13707,میں کشتۂ غم,1
13706,جہاں میں کشتۂ,1
13705,سے جہاں میں,1
13704,ہم سے جہاں,1
13703,کیا ہم سے,1
13702,بُرا کیا ہم,1
13701,کی بُرا کیا,1
13716,زخم کی تو,1
13718,تو خطاوار ہیں,1
13736,سے گریز تھا,1
13719,خطاوار ہیں کہ,1
13735,گری سے گریز,1
13734,چارہ گری سے,1
13733,کو چارہ گری,1
13732,گر کو چارہ,1
13730,ہر چارہ گر,1
13729,تھے ہر چارہ,1
13728,نہ تھے ہر,1
13727,ادا نہ تھے,1
13726,تیغِ ادا نہ,1
13725,خوبیِ تیغِ ادا,1
13724,مدح خوبیِ تیغِ,1
13723,محوِ مدح خوبیِ,1
13722,کیوں محوِ مدح,1
13721,ہم کیوں محوِ,1
13720,کہ ہم کیوں,1
13255,آیا گلوں میں,1
13253,درد مند آیا,1
12637,ہم چاہیں وہ,1
12853,اُسکو بھلا سکا,1
12851,کبھی نہ اُسکو,1
12849,کہ میں کبھی,1
12848,چھوڑ کہ میں,1
12847,مجھے چھوڑ کہ,1
12846,گیا مجھے چھوڑ,1
12845,جوچلا گیا مجھے,1
12844,دینگے جوچلا گیا,1
12843,نہیں دینگے جوچلا,1
12842,غم نہیں دینگے,1
12841,کبھی غم نہیں,1
12840,آپکو کبھی غم,1
12839,میں آپکو کبھی,1
12838,زندگی میں آپکو,1
12837,لینا زندگی میں,1
12836,آزما لینا زندگی,1
12852,نہ اُسکو بھلا,1
12854,بھلا سکا وہ,1
12834,ہو تو آزما,1
12855,سکا وہ دوریا,1
12870,سے پیار تھا,1
12869,مجھ سے پیار,1
12868,بھی مجھ سے,1
12867,اُسے بھی مجھ,1
12866,کیا اُسے بھی,1
12865,سکا کیا اُسے,1
12864,مٹا سکا کیا,1
12863,انکو مٹا سکا,1
12862,نہ انکو مٹا,1
12861,کبھی نہ انکو,1
12860,فاصلے میں کبھی,1
12859,ہی فاصلے میں,1
12858,وہ ہی فاصلے,1
12857,دوریا وہ ہی,1
12856,وہ دوریا وہ,1
12835,تو آزما لینا,1
12832,یقین نہ ہو,1
12872,تھا یا تبسم,1
12813,کبھی فرصت نہیں,1
12811,مجھ سے کبھی,1
12810,اسے مجھ سے,1
12809,سے اسے مجھ,1
12808,اس سے اسے,1
12807,مجھے اس سے,1
12806,غالب مجھے اس,1
12805,ہے غالب مجھے,1
12804,ہی ہے غالب,1
12803,ایک ہی ہے,1
12802,کا ایک ہی,1
12801,دونوں کا ایک,1
12800,تو دونوں کا,1
12799,شوق تو دونوں,1
12798,محورے شوق تو,1
12797,Rahay محورے شوق,1
12812,سے کبھی فرصت,1
12814,فرصت نہیں ملتی,1
12831,دینگے یقین نہ,1
12815,نہیں ملتی جو,1
12830,نہیں دینگے یقین,1
12829,کم نہیں دینگے,1
12828,دینگے کم نہیں,1
12827,بھی دینگے کم,1
12826,جب بھی دینگے,1
12825,پیار جب بھی,1
12824,دینگے پیار جب,1
12823,نہیں دینگے پیار,1
12822,ہم نہیں دینگے,1
12821,وہ ہم نہیں,1
12820,ہیں وہ ہم,1
12819,دیتے ہیں وہ,1
12818,سب دیتے ہیں,1
12817,جو سب دیتے,1
12816,ملتی جو سب,1
12871,پیار تھا یا,1
12873,یا تبسم اُسکا,1
12795,Thay Badalty Rahay,1
12930,سے شکائتیں وہ,1
12928,گا اُس سے,1
12927,کروں گا اُس,1
12926,تو کروں گا,1
12925,پر تو کروں,1
12924,راہ پر تو,1
12923,وہ راہ پر,1
12922,گا وہ راہ,1
12921,ملے گا وہ,1
12920,کبھی ملے گا,1
12919,جو کبھی ملے,1
12918,بھر جو کبھی,1
12916,میں رات بھر,1
12915,تھا میں رات,1
12914,سوچتا تھا میں,1
12913,یہی سوچتا تھا,1
12929,اُس سے شکائتیں,1
12931,شکائتیں وہ ملا,1
12911,بتا سکا یہی,1
12932,وہ ملا تو,1
12947,آبادی ہمیشہ روتے,1
12946,کی آبادی ہمیشہ,1
12945,گھر کی آبادی,1
12944,تیرے گھر کی,1
12943,بن تیرے گھر,1
12942,ہے بن تیرے,1
12941,کھٹکے ہے بن,1
12940,میں کھٹکے ہے,1
12939,نظر میں کھٹکے,1
12938,سکا نظر میں,1
12937,ہلا سکا نظر,1
12936,نہ ہلا سکا,1
12935,لب نہ ہلا,1
12934,تو لب نہ,1
12933,ملا تو لب,1
12912,سکا یہی سوچتا,1
12910,میں بتا سکا,1
12874,تبسم اُسکا شعور,1
12891,کا سکون تھا,1
12889,میری زندگی کا,1
12888,آسکا میری زندگی,1
12887,نہ آسکا میری,1
12886,میں نہ آسکا,1
12885,سمجھ میں نہ,1
12884,میری سمجھ میں,1
12883,جو میری سمجھ,1
12882,تھا جو میری,1
12881,سوال تھا جو,1
12880,عجیب سوال تھا,1
12879,کوئی عجیب سوال,1
12878,وہ کوئی عجیب,1
12877,تھا وہ کوئی,1
12876,شعور تھا وہ,1
12875,اُسکا شعور تھا,1
12890,زندگی کا سکون,1
12892,سکون تھا وہ,1
12909,نا میں بتا,1
12893,تھا وہ میرے,1
12908,بات نا میں,1
12907,یہی بات نا,1
12906,تھا یہی بات,1
12905,پیار تھا یہی,1
12904,میرا پیار تھا,1
